gene,Length,Nonsyn_v,Syn_v,Tissuespe,Expr,Reptime,HIc,GC,ALL_tr_length,CO_tr_length,ALL_tr_count,CO_tr_count,NC_tr_count,NC_mut_rate,HI,REC,CONS,RVIS,GDI,NET
CACNB4,1.697,8,8,0,2.7973,592,21,41.46,175187.2,194154.625,10,8,2,0.000002081,0.19944,0.13941,2.934621753,0.082802743,0.75555,0.76383158
ORAI3,0.898,10,5,1,15.08459,247,46,54.22,5758.75,6189,4,3,1,0.000002226,0.16914,0.09768,1.455893811,-0.339715008,0.98311,0.494856487
ZAP70,1.92,21,20,0,3.58719,582,36,55.1,10353.33333,15461.66667,9,3,6,0.000002961,0.39339,0.62869,3.180552032,-1.155457828,1.46999,0.858231806
DHX8,3.778,29,18,0,11.24329,147,20,46.36,23233.42857,23720.6,7,5,2,0.00000224,0.32459,0.09593,3.937108488,-1.063626766,1.39801,0.973648323
ARHGEF35,1.46,6,3,1,0.000001,0.000001,0.000001,45.36,58506.5,58506.5,2,2,0,0.000001,0.000001,0.000001,2.400633264,0.000001,1.2451,0.11437136
DHX9,3.948,23,21,0,6.73873,517,23,38.24,11118.25,48383,8,1,7,0.000003109,0.90888,0.13318,4.258839593,-1.155457828,0.95923,0.930457683
ARHGEF33,2.693,11,5,0,0.000001,0.000001,0.000001,41.52,27776.55556,44065.4,9,5,4,0.000001,0.000001,0.000001,0.000001,1.060147109,2.15413,0.11437136
ARHGEF39,1.053,22,5,0,12.02125,248,37,49.95,6474.75,7384,8,3,5,0.000001,0.098,0.08791,0.000001,0.861712133,9.42047,0.000001
ARHGEF38,2.408,11,8,1,2.33591,486,15,36.36,53234.85714,103676.5,7,2,5,0.000002087,0.000001,0.000001,0.000001,0.000001,8.3587,0.11437136
ARHGEF37,2.088,47,23,0,6.0962,185,37,44.76,35973.66667,51390.5,3,2,1,0.000001534,0.000001,0.000001,-0.330411863,1.183126933,20.12571,0.11437136
NXF5,1.168,0,1,0,0.000001,0.000001,0.000001,42.23,19285,19285,8,3,5,0.000004044,0.000001,0.000001,-0.126234397,1.929210393,2.25521,0.11437136
NXF2,1.986,0,0,1,0.000001,0.000001,0.000001,42.23,68792.7,76301.66667,6,5,1,0.000001,0.14556,0.09389,4.048301561,0.000001,10000,0.236716518
SZRD1,0.479,5,5,0,7.83285,176,42,48.1,29864.90909,30009.6,11,5,6,0.000001,0.000001,0.000001,0.000001,-0.141298762,0.51325,0.000001
NXF3,1.691,0,0,1,0.000001,0.000001,0.000001,44.25,7371.555556,12942.25,9,4,5,0.000002941,0.56583,0.08542,0.851240429,-0.359940251,0.33238,0.922999272
PIBF1,2.359,40,15,0,2.58763,533,30,36.99,64992.16667,234395,6,1,5,0.000002987,0.34324,0.085,-0.79032752,0.42623145,5.0785,0.549440144
NXF1,2.02,19,16,0,24.05109,248,44,50.07,5863.777778,7806,18,9,9,0.000002734,0.58705,0.1604,1.560777061,-0.66859065,1.08112,0.859623106
BFAR,1.388,20,12,0,5.19767,367,45,46.07,19340.08333,20089.57143,13,7,6,0.000003391,0.36833,0.10433,0.803227156,0.064394823,8.62057,0.825146859
TPTE2,1.669,30,8,0,2.88628,778,-16,38.45,91910.33333,97387.5,9,8,1,0.000005923,0.07785,0.18826,-0.285733939,-0.178111357,2.39632,0.036494526
LASP1,0.821,6,13,0,12.55539,159,41,53.69,37458.875,39304,9,5,4,0.000002884,0.33295,0.11829,2.109714997,-0.449946534,0.46825,0.966614967
PHYKPL,1.413,25,12,0,6.72705,448,46,51.43,14468.55556,12306,18,3,15,0.000001,0.13209,0.12187,0.000001,0.088260113,4.17249,0.000001
NUAK2,1.922,31,27,0,6.64542,178,30,51.29,19697,19697,1,1,0,0.000002662,0.1137,0.12009,1.10352685,-0.661316159,5.40893,0.973476457
VIPAS39,1.577,24,14,0,0.000001,0.000001,0.000001,41.62,18548.2,26871,11,7,4,0.000001,0.21414,0.11899,0.000001,-0.402212257,2.20622,0.000001
NUAK1,2.021,28,20,1,1.43018,473,7,45.97,32098,32098,4,4,0,0.00000298,0.37286,0.14253,2.113005064,-0.552898813,8.88204,0.979324869
AP2S1,0.454,0,4,0,12.1756,186,44,52.87,9024.8,11887.57143,10,7,3,0.000002381,0.21863,0.16306,2.483929553,0.013025609,0.03254,0.965226731
KISS1R,1.222,5,6,0,22.92363,206,44,69.67,3041.333333,3041.333333,3,3,0,0.000003509,0.11779,0.15982,0.757258162,0.000001,2.41951,0.779116718
CILP2,3.511,56,25,0,8.68278,284,7,64.23,6266.333333,8403.5,3,2,1,0.000002625,0.16316,0.11129,0.000001,-1.082044518,2.31988,0.220075747
TICAM1,2.144,31,13,0,7.65978,187,52,52.43,15773,15773,1,1,0,0.00000256,0.0773,0.14062,1.047763701,-0.152426933,6.88939,0.612621816
TICAM2,0.713,6,4,0,0.000001,0.000001,0.000001,38.26,30609.33333,35684,3,2,1,0.000001,0.000001,0.000001,0.360286628,0.393270925,10000,0.610650512
MSS51,1.413,33,13,0,8.47821,249,45,42.14,7940,6920,3,2,1,0.000001,0.000001,0.000001,-1.039957829,0.468503535,5.87947,0.11437136
ERRFI1,1.404,18,13,0,3.87339,207,26,42.8,12698.4,12808.75,5,4,1,0.000001906,0.34109,0.2167,0.719227087,0.352813824,3.9723,0.919471758
ATF7IP,3.953,51,20,0,3.39265,882,12,36.1,53077.33333,49122.85,24,20,4,0.000003502,0.67749,0.10619,1.068781693,0.473967469,18.76351,0.61272816
CACNG8,1.298,2,3,0,8.13774,360,-33,53.11,27176,27176,1,1,0,0.000005591,0.000001,0.000001,0.000001,0.000001,0.63592,0.179781751
CACNG7,0.853,6,11,0,8.13774,360,-33,51.16,31340.25,31034,4,3,1,0.000005591,0.2789,0.11809,2.829846351,-0.317668748,0.511,0.507941756
ARHGEF18,3.617,55,42,0,6.1377,308,30,51.44,37024,45602.25,5,4,1,0.000002502,0.10895,0.10442,1.365706286,0.655813101,4.38418,0.843543638
CACNG6,0.803,11,3,0,8.06175,338,-40,49.52,20023.66667,20023.66667,3,3,0,0.000005609,0.03315,0.05099,-0.048399094,0.000001,4.22093,0.258856175
ELANE,0.829,9,11,1,21.68802,198,28,58.58,4590.5,4590.5,2,2,0,0.000003758,0.6087,0.91567,2.337283396,0.194852702,1.69633,0.698252546
ARHGEF19,2.484,34,11,0,8.24719,186,40,57.33,4843,5639,6,3,3,0.000003032,0.000001,0.000001,1.933743756,1.001272896,11.02396,0.340029895
ADNP,3.324,35,27,0,3.86595,367,36,41.52,30783.8,30783.8,5,5,0,0.000002461,0.90423,0.1327,1.072773467,-1.414605945,2.1607,0.8810714
CACNG5,0.853,23,9,0,2.84959,536,-39,47.17,21975,21975,3,3,0,0.000002554,0.000001,0.000001,-0.419463039,-0.135838822,1.92646,0.250204659
ARHGEF16,2.2,29,21,1,2.48448,483,21,63.08,10712.75,12417.66667,8,6,2,0.00000259,0.16223,0.1412,0.059796637,0.246221394,3.89866,0.754870526
CACNG4,1.004,10,17,0,2.93409,491,-23,52.37,68489,68489,1,1,0,0.000002567,0.66279,0.11734,2.783443198,-0.181750739,1.63928,0.344596715
ARHGEF17,6.297,109,54,0,6.01834,218,54,55.27,18490.83333,48217,6,2,4,0.000001733,0.30241,0.104,2.247746418,-0.748045379,11.43648,0.620326968
CACNG3,0.968,3,7,1,3.60425,348,8,44.54,107249,107249,1,1,0,0.000003493,0.64286,0.11262,3.100257523,-0.119252484,0.21975,0.437263476
CFTR,4.578,138,28,1,1.16609,480,-7,36.59,72718.45455,115909,11,6,5,0.000003208,0.76593,0.87681,-3.606954838,-0.50727808,5.08064,0.695430858
CACNG2,0.992,4,6,0,12.02913,359,42,47.64,70301,139636,2,1,1,0.000002425,0.63044,0.17219,3.238183861,-0.163345027,0.81113,0.539175613
ARHGEF15,2.601,38,15,0,7.722,257,20,55.26,4109.25,6755.25,8,4,4,0.000002624,0.25422,0.10102,1.846338858,0.538284722,4.71583,0.666530636
CACNG1,0.689,19,7,0,3.00354,491,-30,50.34,12204,12204,1,1,0,0.000002567,0.24345,0.09976,0.219997788,-0.159704656,5.88808,0.171225859
ARHGEF12,4.84,46,36,0,2.64872,312,25,37.39,43586,136433.3333,13,3,10,0.00000251,0.000001,0.000001,2.495446517,-0.323344668,5.41202,0.999705613
ARHGEF10,4.175,86,51,0,1.00967,551,-24,50,56956.86667,117780,16,7,9,0.000005493,0.000001,0.000001,-1.234800463,-1.016286421,5.29246,0.656994754
ARHGEF11,4.894,64,38,0,9.58228,350,36,44.51,32573.875,77816.66667,8,3,5,0.000003475,0.31017,0.15072,1.047722913,-1.714337032,7.39387,0.591864387
COLGALT1,1.929,45,23,0,9.6164,206,42,52.86,10779.5,17259,6,3,3,0.000001,0.15494,0.10163,0.000001,-1.50462206,3.27112,0.000001
CCDC64B,1.572,19,5,0,14.43513,234,49,60.18,6691.8,7403,5,3,2,0.000001918,0.000001,0.000001,0.383879224,0.000001,15.76995,0.396598526
COLGALT2,1.941,31,18,0,3.48183,732,11,40.44,51581,61756.75,5,4,1,0.000001,0.12554,0.09957,0.000001,-0.642904475,3.68132,0.000001
FSBP,0.91,0,0,0,0.000001,0.000001,0.000001,35.62,31786,4996,2,1,1,0.000001,0.000001,0.000001,0.000001,0.000001,1.05669,0.000001
ARMCX4,6.878,0,0,0,0.000001,0.000001,0.000001,41.06,37006.1,7764,10,1,9,0.000001,0.000001,0.000001,0.000001,0.000001,7.17757,0.11437136
ARMCX3,1.145,0,1,0,0.000001,0.000001,0.000001,45.41,2879.714286,3420.6,7,5,2,0.000003573,0.29245,0.10687,1.639696504,0.125076652,0.91432,0.539175613
RFPL1,0.964,21,9,1,7.23458,203,35,46.11,3873,3873,1,1,0,0.000002106,0.000001,0.000001,0.511237664,1.396334339,16.66012,0.050287503
ARMCX2,1.904,0,1,0,0.000001,0.000001,0.000001,51.79,2427.730769,3013.75,13,8,5,0.000003799,0.20334,0.09825,1.789761316,-0.492218069,0.8821,0.503398717
RFPL2,1.239,24,13,0,4.62468,580,-25,0.000001,9224.6,10856.25,5,4,1,0.000002798,0.000001,0.000001,0.88341036,1.354051915,15.82054,0.030057215
ARMCX1,1.367,0,1,1,0.000001,0.000001,0.000001,48.99,4170,4170,1,1,0,0.000003573,0.08741,0.10417,1.619021414,-0.405853867,0.32137,0.11437136
RFPL3,0.964,28,10,0,4.13546,556,-16,47.75,4194,4194,3,3,0,0.000003015,0.000001,0.000001,-0.571156363,0.687150476,6.32074,0.000119759
KNDC1,5.4,105,56,0,3.18075,452,-11,59.29,36585,57311,6,3,3,0.000004375,0.11621,0.09546,1.998445186,1.089385193,6.20522,0.155115538
ARMCX6,0.908,1,0,0,0.000001,0.000001,0.000001,51.56,2196,2878,8,3,5,0.000003573,0.000001,0.000001,0.370868145,0.000001,4.47407,0.010462321
BRMS1L,1.022,9,2,0,1.88271,400,10,38.94,43973.16667,63130.33333,7,3,4,0.000002513,0.000001,0.000001,1.308679376,-0.007201372,0.78844,0.965226731
ARMCX5,1.682,0,0,0,0.000001,0.000001,0.000001,45.27,3823.875,3953.222222,9,9,0,0.000003839,0.000001,0.000001,0.600321402,-0.249709319,0.65189,0.11437136
FSCB,2.483,48,17,0,1.3188,932,-58,46.6,2938,2938,1,1,0,0.000004932,0.000001,0.000001,-0.560304603,1.982425511,6.72231,0.111013958
ERICH3,4.663,88,27,1,1.01813,1070,-14,36.46,46190.5,0.000001,4,2,2,0.000001,0.000001,0.000001,0.000001,2.043117123,10000,0.000001
ERICH4,0.403,1,1,0,0.000001,0.000001,0.000001,50.31,1608,0.000001,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,10000,0.000001
ERICH1,1.362,41,21,0,1.06263,889,-34,51.17,36647.63636,63719.33333,11,3,8,0.000007336,0.06769,0.07517,-1.461608393,0.07167258,2.58786,0.047574274
CYP4V2,1.633,33,11,0,3.71112,606,-2,42.12,12870.25,19282,4,1,3,0.0000032,0.16962,0.27178,-0.317313607,0.42259095,8.04045,0.640732587
ERICH2,1.398,0,0,0,0.000001,0.000001,0.000001,37.22,15186,15186,1,1,0,0.000001,0.000001,0.000001,0.000001,0.000001,1.23948,0.000001
ERICH5,1.14,19,5,0,6.30526,229,39,42.65,29194.5,0.000001,2,2,0,0.000001,0.000001,0.000001,0.000001,0.817616644,10000,0.000001
ERICH6,2.062,39,6,1,3.59484,397,30,39.44,26665,0.000001,5,4,1,0.000001,0.000001,0.000001,0.000001,1.822581424,10000,0.000001
FSD1,1.556,28,25,0,21.22615,220,27,54.71,11799.9,15034,10,5,5,0.000002631,0.57517,0.10873,1.229078276,-0.887242605,2.55695,0.728269392
FSD2,2.31,38,16,0,4.9013,631,17,43.96,38824,38824,3,3,0,0.000002765,0.06498,0.09268,-0.417156121,-0.817464788,7.38048,0.148591978
ENHO,0.236,2,1,0,8.43127,370,55,62.94,2002,2002,1,1,0,0.000002106,0.000001,0.000001,0.000001,0.079165052,0.05857,0.11437136
CGB1,0.483,7,3,0,20.70141,200,35,63.61,5208.666667,5208.666667,3,3,0,0.000002737,0.000001,0.000001,1.403808569,0.591694063,7.07786,0.381102344
MTSS1,2.48,32,19,0,4.81244,561,39,45.65,60163.78947,86255.09091,20,11,9,0.000002935,0.37107,0.99898,1.969570853,-0.819281839,4.53168,0.975532419
JDP2,0.545,9,3,1,7.58517,239,44,50,35232.14286,42396.8,7,5,2,0.000001869,0.10344,0.13249,0.696082545,-0.05129383,1.55937,0.960216423
ENAH,1.851,16,7,1,7.44021,207,2,38.55,70254,159195.6667,9,3,6,0.000002642,0.000001,0.000001,1.044961026,-0.624497208,2.06034,0.753287817
CGB5,0.513,2,0,1,20.70141,200,35,64.85,1428,1428,1,1,0,0.000002737,0.000001,0.000001,2.779220519,0.000001,0.57491,0.11437136
CGB2,0.507,6,1,0,20.70141,200,35,63.53,1252,1252,2,2,0,0.000002737,0.000001,0.000001,2.587345789,0.000001,7.61509,0.282681496
ENAM,3.469,59,20,0,2.6225,609,16,38.1,20200.5,18081,4,1,3,0.000003052,0.09364,0.11786,-1.086744672,-0.079012906,6.88072,0.089101835
PASK,4.156,96,49,1,13.94664,278,35,50.98,20123.875,30063.88889,16,9,7,0.000002522,0.49938,0.10342,-0.689598023,0.315838028,10.95978,0.760931606
CGB8,0.513,0,0,1,20.70141,200,35,64.67,1486.5,1486.5,2,2,0,0.000002737,0.000001,0.000001,2.941681674,0.000001,0.08929,0.000001
CGB7,0.513,0,2,1,20.70141,200,35,63.63,2418.4,3529,6,4,2,0.000002737,0.13856,0.10426,2.091306798,0.000001,6.70772,0.11437136
GLYATL3,0.892,8,1,0,0.000001,0.000001,0.000001,39.14,26813.5,26813.5,2,2,0,0.000001,0.000001,0.000001,0.000001,0.459411326,20.87204,0.539175613
GLYATL1,1.12,25,12,1,3.68006,741,-11,39.86,20823.77778,22535.6,18,5,13,0.000004073,0.000001,0.000001,-2.458432396,-1.155457828,0.25823,0.028909438
GLYATL2,0.91,15,4,0,2.85727,673,-11,39.11,30210.66667,10573,3,2,1,0.00000417,0.000001,0.000001,-0.491311775,0.949904335,2.51554,0.177496983
ADIG,0.253,8,2,0,5.25955,539,39,50.47,6546,6305,4,3,1,0.000002904,0.000001,0.000001,0.000001,0.080983847,0.40271,0.153420696
FRS3,1.504,29,12,0,4.29684,341,47,54,7618.4,9083.5,5,4,1,0.000002386,0.95809,0.13806,0.132629807,0.290313621,4.68111,0.977796084
FRS2,1.552,12,14,0,5.40769,350,7,37.91,90060.58333,90060.58333,12,12,0,0.000002939,0.000001,0.000001,1.88660364,-0.26993514,1.5378,0.6769892
HHIPL1,2.496,28,17,0,3.75738,250,21,54.85,29797.5,29797.5,2,2,0,0.000002461,0.000001,0.000001,0.473848286,0.000001,1.70849,0.147773182
HHIPL2,2.22,41,15,0,2.27631,467,-6,43.76,11558.5,25844,4,1,3,0.000004054,0.11441,0.08653,0.843614304,1.403615907,7.08126,0.127657059
TMEM167A,0.239,2,1,0,2.30539,717,8,35.95,19293.83333,24651,6,1,5,0.000002985,0.13895,0.11262,0.000001,0.057118534,0.31731,5.13E-05
TMEM167B,0.24,2,0,0,9.89913,215,18,43.73,4771,7132,3,1,2,0.000001754,0.000001,0.000001,0.000001,0.101211609,0.13486,0.091652638
PTPRN2,3.163,66,55,0,2.48205,792,-33,51.39,1039119.8,1039119.8,5,5,0,0.000006339,0.18753,0.09983,-0.365795676,0.889106693,13.37565,0.779862367
ENC1,1.775,9,13,1,2.93932,567,26,45.65,7358.2,9619.2,6,5,1,0.000002257,0.82409,0.11108,2.792218324,-0.648365105,0.33382,0.920889411
ANKRD33B,1.505,0,3,0,0.000001,0.000001,0.000001,47.45,85512,85729,2,1,1,0.000001,0.000001,0.000001,0.000001,0.000001,3.37855,0.441882277
CSTF2T,1.856,18,10,0,0.000001,0.000001,0.000001,43.36,4109,4109,1,1,0,0.000001,0.11941,0.10144,1.920515737,-0.624497208,2.34267,0.989045587
CYP4X1,1.59,25,12,0,3.88889,479,4,39.21,40062.33333,58285.5,3,2,1,0.000002221,0.000001,0.000001,0.466346394,-0.556537043,1.25635,0.134076302
UBFD1,0.965,4,6,0,5.28849,628,48,47.48,8058.090909,12399.25,11,4,7,0.000002744,0.13012,0.10863,2.164120362,0.014844891,1.34806,0.452608278
LRRK2,7.839,88,54,1,0.31336,994,12,35.24,67217.42857,103794.3333,7,3,4,0.000004623,0.000001,0.000001,2.237793256,-1.128353123,11.24894,0.461852804
LRRK1,6.213,94,74,1,4.02246,363,12,46.01,55870.27273,94365.25,12,4,8,0.000001,0.13723,0.10871,2.425605005,-1.611828042,14.03707,0.723422601
MEAF6,0.697,4,6,0,4.46254,357,25,42.74,20024.11111,20924,9,5,4,0.000002902,0.18507,0.10264,1.938846506,-0.09720619,0.21811,0.731196952
ELAC1,1.107,18,4,0,1.89022,332,51,41.78,14267.75,18617.66667,4,3,1,0.000002949,0.000001,0.000001,0.065206125,0.016664174,1.62312,0.25785988
ELAC2,2.601,35,24,0,0.93345,606,-52,48.08,12237.47619,14662.18182,21,11,10,0.000004078,0.04345,0.09787,1.538932232,-0.905656269,6.87747,0.484998835
IFITM1,0.388,11,6,1,14.54043,344,48,57.05,1361.5,1633.666667,4,3,1,0.000003144,0.53827,0.09041,0.000001,-0.361761279,0.14128,0.741120817
GLUD2,1.682,1,0,0,0.000001,0.000001,0.000001,48.17,2333,2333,1,1,0,0.000003383,0.12079,0.62023,1.671311291,0.150760231,2.93763,0.960614649
IFITM2,0.409,13,11,0,14.54043,344,48,56.84,2390,2719.25,5,4,1,0.000003144,0.000001,0.000001,-0.215530514,0.305084559,0.29681,0.613974397
GLUD1,1.742,5,9,0,3.97715,144,35,42.11,23431.83333,43483,6,3,3,0.0000025,0.45386,0.70938,3.978601773,-0.029247611,1.80903,0.877515684
IFITM3,0.412,4,7,0,14.54043,344,48,54.34,2913.25,3571.666667,4,3,1,0.000003144,0.000001,0.000001,1.506275601,0.125076652,2.4168,0.030634944
BEX1,0.383,0,0,1,0.000001,0.000001,0.000001,56.79,1590,1590,1,1,0,0.000002941,0.16417,0.43058,0.000001,-0.053113545,0.19855,0.539175613
ANKRD30A,4.201,75,24,1,0.53742,1067,-43,36.73,124577.6667,157225.6667,4,3,1,0.000007994,0.000001,0.000001,-1.629926546,2.702925512,10.58328,0.017509682
BEX2,0.498,0,1,0,0.000001,0.000001,0.000001,57.03,1518.25,1518.25,4,4,0,0.000002877,0.15554,0.09529,0.000001,0.635788962,1.34654,0.66401568
ANKRD30B,4.359,14,12,0,0.000001,0.000001,0.000001,35.45,63400.8,76099.5,5,2,3,0.000001,0.000001,0.000001,0.000001,1.06196211,9.13836,0.11437136
BEX4,0.368,0,0,0,0.000001,0.000001,0.000001,52.02,2065.5,2065.5,2,2,0,0.000002875,0.000001,0.000001,0.000001,-0.031067188,0.04666,0.11437136
RABGGTB,1.041,7,7,0,1.52545,578,-9,37.86,5144.4,7078,15,3,12,0.000005629,0.60703,0.12378,1.589772378,-0.251530012,0.48286,0.964281461
RABGGTA,1.784,36,18,0,9.15114,220,38,57.92,3282.952381,4831,21,4,17,0.000002221,0.3095,0.13502,0.212496241,-0.753139731,1.37449,0.655941263
ISYNA1,1.727,22,17,0,13.84225,259,42,66.58,2338.066667,2503.777778,16,9,7,0.000002272,0.000001,0.000001,2.985349211,-0.622676946,1.94102,0.993370322
ADRA2A,1.403,12,6,0,2.85613,547,-1,59.23,3869,3869,1,1,0,0.000002864,0.18963,0.11371,3.134422648,0.000001,3.08511,0.635376216
IFITM5,0.409,18,5,0,14.6361,437,24,64.88,1327,1327,1,1,0,0.000003241,0.16716,0.10951,0.000001,0.150760231,1.38303,0.146353775
ADRA2C,1.394,3,11,0,3.26572,592,36,69.62,2135.5,2135.5,2,2,0,0.000004423,0.03325,0.09956,3.134930089,0.000001,8.58195,0.825048068
ADRA2B,1.349,15,12,0,7.92336,366,41,59.89,3278,3278,1,1,0,0.000003249,0.000001,0.000001,2.224663406,-0.247889024,1.61925,0.449646593
AP2M1,1.359,1,10,0,14.56939,257,45,54.13,4350.52381,5950,21,10,11,0.00000282,0.23681,0.247,4.020516082,-0.141298762,1.00657,0.945369788
RBMY1A1,1.546,0,0,0,0.000001,0.000001,0.000001,39.77,19814.25,21611.33333,4,3,1,0.000001,0.000001,0.000001,0.000001,0.000001,10000,0.038202924
LYVE1,0.999,19,8,0,7.55456,391,25,43.43,20914.25,10713.5,4,2,2,0.000002217,0.45011,0.1751,-0.854240827,0.174625237,3.00143,0.212190001
SARM1,2.222,24,8,0,14.07654,189,19,51.55,17295.63636,15543.5,8,3,5,0.000002374,0.19814,0.12474,1.62402392,0.000001,1.98744,0.779289592
BEX5,0.341,0,0,0,0.000001,0.000001,0.000001,49.96,1826.666667,2214.5,3,2,1,0.000004168,0.06841,0.06745,0.000001,0.079165052,0.05182,0.22255505
CYP4Z1,1.578,29,3,1,3.66455,479,4,39.77,26729,50832,2,1,1,0.000002255,0.000001,0.000001,-0.243880122,0.308721233,2.53938,0.015991797
KRTAP19-7,0.197,5,2,0,0.22916,1048,-79,35.27,440,440,1,1,0,0.000004677,0.000001,0.000001,0.000001,-0.075159878,0.60186,0.11437136
TBXA2R,1.288,15,9,0,21.64055,269,35,55.77,8136.5,10111.33333,4,3,1,0.000002589,0.06777,0.3129,2.339436216,-0.137658575,2.80092,0.766738267
ADRA1B,1.573,14,12,0,2.0627,458,31,43.85,55762,55762,1,1,0,0.000002666,0.7242,0.24587,1.538623896,-0.60427181,0.89163,0.876935381
KRTAP19-8,0.197,6,5,0,2.00531,972,-45,49.06,318,318,1,1,0,0.000003851,0.000001,0.000001,0.000001,0.147123112,0.38156,0.059588491
ADM5,0.472,3,3,0,17.33181,195,36,63.65,1912,1912,1,1,0,0.000001,0.000001,0.000001,0.000001,0.301449681,1.33807,0.000001
ADRA1A,1.705,25,17,1,2.59233,692,3,41.26,83067.45455,94571.1,14,10,4,0.000002544,0.04348,0.11771,1.527910956,0.156217551,5.12161,0.080902249
ADM2,0.457,10,2,0,10.75525,207,42,63.64,3652.333333,3652.333333,3,3,0,0.000001,0.000001,0.000001,0.000001,0.000001,6.88613,0.153919653
KRTAP19-5,0.224,6,5,0,0.14979,1035,-68,48.81,461,461,1,1,0,0.000004721,0.000001,0.000001,0.000001,-0.229483771,0.74262,0.820728581
KRTAP19-6,0.182,4,1,0,0.22916,1048,-79,47.58,330,330,1,1,0,0.000004677,0.000001,0.000001,0.000001,0.523736627,0.99957,0.083901211
KRTAP19-3,0.251,3,2,0,0.14979,1035,-68,36.14,494,494,1,1,0,0.000004721,0.000001,0.000001,0.000001,0.279402865,1.27686,0.11437136
KRTAP19-4,0.26,6,1,0,0.14979,1035,-68,48.71,310,310,1,1,0,0.000004721,0.000001,0.000001,0.000001,0.701931997,1.42075,0.128138716
KRTAP19-1,0.278,6,4,0,0.14979,1035,-68,42.72,646,646,1,1,0,0.000004721,0.000001,0.000001,0.000001,0.103030231,1.59834,0.11437136
ADRA1D,1.729,18,9,0,8.05921,428,14,51.58,28393,28393,1,1,0,0.000002774,0.000001,0.000001,2.831695674,0.000001,3.27584,0.161309059
KRTAP19-2,0.164,5,1,0,0.14979,1035,-68,48.16,394,394,1,1,0,0.000004721,0.000001,0.000001,0.000001,0.457594962,2.80473,0.11437136
HSFY1,1.32,0,0,1,0.000001,0.000001,0.000001,39.22,16313.66667,16313.66667,4,3,1,0.000001,0.000001,0.000001,0.000001,0.000001,10000,0.277559908
CLSTN2,2.953,49,35,0,0.9393,998,9,42.71,632041,642213,2,1,1,0.000004208,0.47893,0.26477,1.01792703,-0.433580228,4.45111,0.255812492
CNRIP1,0.572,9,7,0,2.04433,586,15,40.04,23295,22064.66667,4,3,1,0.000002756,0.52864,0.11262,0.000001,-0.161524709,1.07173,0.323314368
HSFY2,1.32,0,0,0,0.000001,0.000001,0.000001,37.69,26229.75,16321.33333,5,3,2,0.000001,0.000001,0.000001,0.000001,0.000001,10000,0.040680746
CLSTN3,2.961,51,33,0,18.72466,224,33,51.75,6631.5,11137.57143,16,7,9,0.000003555,0.35946,0.1033,-0.029799789,-1.653566591,3.7021,0.292973921
CLSTN1,3.041,55,36,0,6.14159,177,31,47.37,52275,77127.75,6,4,2,0.000001513,0.63818,0.13776,1.297609015,-1.054560763,3.57331,0.813511347
PAX6,1.366,5,11,1,1.72494,631,-11,49.68,13588.7,19447.07143,30,14,16,0.000003691,0.99522,0.82896,3.253694672,-0.361761279,0.16659,0.654395004
PAX5,1.257,18,11,0,4.29504,542,34,49.3,159398.6667,189347,16,13,3,0.000002428,0.43685,0.08086,2.496120569,-0.003562597,2.65773,1
PAX4,1.077,27,9,0,4.11207,619,-7,52.05,4852.666667,5230.75,6,4,2,0.000003275,0.06731,0.2149,-0.73156674,0.486911049,4.87867,0.420923062
PRMT9,2.598,41,18,0,0.7197,263,20,39.69,28933.5,0.000001,5,2,3,0.000001,0.000001,0.000001,0.000001,-0.837696902,10000,0.000001
PAX3,1.698,19,13,0,1.91783,682,11,39.73,64017.8,75146.25,10,8,2,0.000002976,0.99336,0.67982,2.676082891,-0.001743238,3.12323,0.692570982
PAWR,1.053,7,2,0,2.30993,395,-8,36.85,33477.54545,41123.6,11,5,6,0.00000313,0.8491,0.29055,0.000001,0.000001,9.32058,0.894313881
PAX2,1.461,9,12,0,10.89188,481,19,51.23,63587.11111,74122.71429,10,7,3,0.000002089,0.83757,0.55278,2.255772827,-0.337894035,0.92667,0.960704861
PAX1,1.64,17,7,0,2.83661,885,-41,50.98,5989.25,9605.5,4,2,2,0.000004872,0.80187,0.30248,2.899249555,0.350995466,3.24104,0.896058505
PRMT3,1.676,23,10,0,1.62124,694,-1,36.02,80469.83333,121358.5,6,2,4,0.000004529,0.23154,0.15949,0.354031214,-0.378346117,5.26775,0.999087019
PRMT1,1.171,7,20,0,17.33181,195,36,58.23,6035.65,8005.181818,20,11,9,0.000002687,0.91947,0.4592,3.140610795,-0.560178693,0.67361,0.970739946
PRMT2,1.609,21,17,0,5.30282,377,28,45.52,17817.84615,24526.7,15,10,5,0.000001,0.000001,0.000001,1.267811749,-0.023789244,0.67777,0.987330682
CST11,0.432,6,4,0,1.88567,750,-16,48.15,2449,2449,2,2,0,0.000004348,0.01727,0.06785,0.000001,-0.073340031,0.71164,0.06017937
PRMT7,2.164,37,26,1,8.19579,281,46,48.59,22023.22222,33770.75,28,8,20,0.00000179,0.04723,0.11983,-0.174760504,-1.903381992,1.43803,0.923845062
